artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-administrationsoekonom;259405;www.ug.dk/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/administrationsoekonom;512500;Administrationsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;259404;Zealand Sjællands Erhvervsakademi;259;Køge;1085;Sjælland;201910-202209;70;23;;E2022F2023;51;243;0;201911-202111;299;20;12;12;57;Handel;Offentlig administration, forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;72;201910-202306;53;16;;201901-202112;27;27.3;20;31.3;;201910-202306;10;8;;201901-202112;3;;;;;17;44;202310-202312;12;12;3,58;202310-202312;15;15;4,13;15;15;3,80;202310-202312;202310-202312;12;12;3,50;36,0;57;11;;;;202310-202312;15;15;3,80;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;12;12;4,17;202310-202312;14;14;3,86;202310-202312;12;12;4,00;202310-202312;12;12;4,42;202310-202312;16;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Forelæsninger;202310-202312;12;12;4,17;0,00;0,00;17,00;50,00;33,00;202310-202312;11;12;3,73;9,00;0,00;27,00;36,00;27,00;202310-202312;12;12;3,83;12;60;202310-202312;11;36;Jeg søgte og blev ansat efter et stillingsopslag;18;Jeg fik job gennem mit netværk;18;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;18;Jeg søgte uopfordret;202310-202312;11;73;0;27;0;0;0;0;202310-202312;11;37;202310-202312;11;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Andre kompetencer;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);De kompetencer, jeg fik fra uddannelsen;202310-202312;11;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Praktiske færdigheder;Analytiske kompetencer;Kulturforståelse;202310-202312;11;11;3,64;202310-202312;11;11;4,00;202310-202312;11;0;100;0;;;;;;;;;;Ingen data;
udb2-administrationsoekonom;730403;www.ug.dk/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/administrationsoekonom;512500;Administrationsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;615;Horsens;1082;Midtjylland;201910-202209;50;18;;E2022F2023;25;268;0;201911-202111;111;20;16;15;49;Handel;Offentlig administration, forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;64;201910-202306;63;17;;201901-202112;30;27.95;24.4;31.5;;Ingen data;;;;Ingen data;;;;;;15;60;202310-202312;15;15;3,53;202310-202312;15;15;3,80;15;15;3,67;202310-202312;202310-202312;15;15;3,67;43,5;69;13;;;;202310-202312;15;15;3,20;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;15;15;3,87;202310-202312;15;15;3,60;202310-202312;15;15;3,07;202310-202312;13;15;3,54;202310-202312;15;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);E-læring (eksempelvis fjernundervisning);Projektarbejde (både individuelt og i grupper);202310-202312;13;14;3,77;0,00;15,00;15,00;46,00;23,00;202310-202312;13;14;3,08;8,00;31,00;31,00;8,00;23,00;202310-202312;15;15;3,60;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-administrationsoekonom;730408;www.ug.dk/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/administrationsoekonom;512500;Administrationsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;791;Viborg;1082;Midtjylland;201910-202209;53;25;;E2022F2023;124;199;0;201911-202111;335;29;15;12;44;Offentlig administration, forsvar og politi;Rejsebureauer, rengøring og anden operationel service;Handel;Øvrige brancher;44;201910-202306;49;16;;201901-202112;27;28.4;22.9;31.6;;201910-202306;20;6;;201901-202112;9;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;12,50;12,50;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-administrationsoekonom;999999;www.ug.dk/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/administrationsoekonom;512500;Administrationsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;353;24;;E2022F2023;52;197;47;201911-202111;1593;17;15;13;55;Offentlig administration, forsvar og politi;Handel;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;63;201910-202306;251;18;;201901-202112;131;27.7;23.4;32.2;;201910-202306;62;7;;201901-202112;20;32.3;29.3;41.8;;73;36;202310-202312;62;62;3,65;202310-202312;67;67;3,81;67;67;3,85;202310-202312;202310-202312;60;62;3,40;38,5;66;52;15,0;23;82;202310-202312;68;68;3,51;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;63;63;4,03;202310-202312;66;66;3,70;202310-202312;61;63;3,61;202310-202312;59;63;3,93;202310-202312;71;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Forelæsninger;202310-202312;54;55;3,63;6,00;11,00;22,00;37,00;24,00;202310-202312;51;55;3,24;8,00;22,00;27,00;25,00;18,00;202310-202312;62;62;3,63;44;31;202310-202312;40;43;Jeg søgte og blev ansat efter et stillingsopslag;25;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;15;Jeg fik job gennem mit netværk;8;Andet;202310-202312;40;45;0;40;3;13;0;3;202310-202312;40;36;202310-202312;40;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Andre kompetencer;202310-202312;38;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Evnen til at samarbejde;Menneskelige kompetencer;Praktiske færdigheder;202310-202312;40;40;3,48;202310-202312;40;40;3,38;202310-202312;40;0;100;0;;;;;;;;;;Ingen data;
udb2-afspaendingspaedagog;280716;www.ug.dk/uddannelser/professionsbacheloruddannelser/socialogsundhedsuddannelser/psykomotorisk-terapeut;515700;Psykomotorisk terapeut;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;219417;Københavns Professionshøjskole;219;Hillerød;1084;Hovedstaden;201910-202209;188;12;;E2022F2023;18;147;105;201911-202111;939;63;18;4;15;Sundhed og socialvæsen;Undervisning;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;46;201910-202306;116;14;;201901-202112;74;27.4;22.6;30.8;;201910-202306;62;7;;201901-202112;30;27.95;18.4;33;;139;60;202310-202312;129;130;4,05;202310-202312;132;134;3,88;133;134;4,03;202310-202312;202310-202312;129;130;4,00;40,0;68;124;10,0;69;89;202310-202312;134;135;3,83;9,52;14,29;E2022F2023;0,00;76,19;202310-202312;131;132;4,53;202310-202312;118;134;3,25;202310-202312;127;132;3,70;202310-202312;130;132;3,91;202310-202312;139;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Forelæsninger;202310-202312;123;124;3,70;0,00;11,00;33,00;31,00;25,00;202310-202312;124;124;3,42;2,00;23,00;31,00;23,00;23,00;202310-202312;128;130;4,16;24;27;202310-202312;23;87;Jeg søgte og blev ansat efter et stillingsopslag;9;Andet;4;Jeg startede som selvstændig;0;Jeg blev headhuntet;202310-202312;23;57;4;0;22;9;9;13;202310-202312;23;34;202310-202312;23;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Andre kompetencer;Frivilligt arbejde;202310-202312;23;Menneskelige kompetencer;Evnen til at samarbejde;Praktiske færdigheder;Omsætte teori til praksis;Anvendelse af teori og metode inden for mit fagområde;202310-202312;22;23;3,73;202310-202312;23;23;3,96;202310-202312;23;0;100;0;;;;;;;;;;Ingen data;
udb2-afspaendingspaedagog;731412;www.ug.dk/uddannelser/professionsbacheloruddannelser/socialogsundhedsuddannelser/psykomotorisk-terapeut;515700;Psykomotorisk terapeut;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;791413;Professionshøjskolen VIA University College;730;Randers;1082;Midtjylland;201910-202209;153;8;;E2022F2023;14;256;0;201911-202111;722;65;18;3;13;Sundhed og socialvæsen;Undervisning;Kultur og fritid;Øvrige brancher;36;201910-202306;119;20;;201901-202112;63;28.1;19.5;31.4;;201910-202306;45;3;;201901-202112;22;27.4;14.5;33.7;;133;82;202310-202312;129;129;4,19;202310-202312;129;129;4,07;129;129;4,13;202310-202312;202310-202312;129;129;4,16;38,0;72;125;7,0;72;86;202310-202312;131;131;3,94;9,52;14,29;E2022F2023;0,00;76,19;202310-202312;129;129;4,50;202310-202312;128;129;3,65;202310-202312;127;129;3,90;202310-202312;127;129;4,35;202310-202312;133;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);202310-202312;127;127;3,67;0,00;13,00;31,00;34,00;23,00;202310-202312;126;127;3,36;2,00;24,00;31,00;25,00;19,00;202310-202312;129;129;4,24;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-afspaendingspaedagog;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/socialogsundhedsuddannelser/psykomotorisk-terapeut;515700;Psykomotorisk terapeut;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;341;10;;E2022F2023;16;202;52;201911-202111;1661;64;18;3;14;Sundhed og socialvæsen;Undervisning;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;42;201910-202306;235;17;;201901-202112;137;27.7;22.1;30.9;;201910-202306;107;5;;201901-202112;52;27.8;17.65;33;;272;69;202310-202312;258;259;4,12;202310-202312;261;263;3,97;262;263;4,08;202310-202312;202310-202312;258;259;4,08;39,0;70;249;8,0;141;87;202310-202312;265;266;3,88;9,52;14,29;E2022F2023;0,00;76,19;202310-202312;260;261;4,52;202310-202312;246;263;3,46;202310-202312;254;261;3,80;202310-202312;257;261;4,12;202310-202312;272;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;250;251;3,68;0,00;12,00;32,00;32,00;24,00;202310-202312;250;251;3,39;2,00;23,00;31,00;24,00;21,00;202310-202312;257;259;4,20;44;28;202310-202312;41;76;Jeg søgte og blev ansat efter et stillingsopslag;10;Andet;5;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;5;Jeg startede som selvstændig;202310-202312;41;46;2;5;27;12;7;15;202310-202312;41;34;202310-202312;41;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Andre kompetencer;Studiejob;202310-202312;41;Menneskelige kompetencer;Evnen til at samarbejde;Formidlingsevner;Praktiske færdigheder;Anvendelse af teori og metode inden for mit fagområde;202310-202312;40;41;3,80;202310-202312;41;41;3,98;202310-202312;41;0;100;0;;;;;;;;;;Ingen data;
udb2-akautomationstekn;101612;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101604;Københavns Erhvervsakademi (KEA);101;København;1084;Hovedstaden;201910-202209;163;28;;E2022F2023;13;310;0;201911-202111;375;45;21;11;23;Industri;Videnservice;Bygge og anlæg;Øvrige brancher;95;201910-202306;70;6;;201901-202112;40;39.85;36.5;44.3;;Ingen data;;;;Ingen data;;;;;;90;68;202310-202312;81;82;4,15;202310-202312;87;87;4,33;87;87;4,31;202310-202312;202310-202312;80;82;3,84;33,0;68;79;14,5;40;91;202310-202312;87;87;3,78;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;83;83;4,14;202310-202312;84;85;3,37;202310-202312;82;83;3,71;202310-202312;80;83;4,05;202310-202312;88;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;79;80;4,10;3,00;5,00;14,00;37,00;42,00;202310-202312;78;80;3,87;3,00;5,00;31,00;26,00;36,00;202310-202312;82;82;4,21;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;461453;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;461;Odense;1083;Syddanmark;201910-202209;95;32;;E2022F2023;10;322;0;201911-202111;201;40;17;17;25;Industri;Information og kommunikation;Handel;Øvrige brancher;94;201910-202306;70;12;;201901-202112;48;35.65;31.05;41.25;;Ingen data;;;;Ingen data;;;;;;38;68;202310-202312;37;37;4,30;202310-202312;38;38;4,21;38;38;4,32;202310-202312;202310-202312;37;37;4,41;42,0;75;36;12,0;12;82;202310-202312;38;38;3,53;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;37;37;4,30;202310-202312;34;38;3,74;202310-202312;35;37;3,74;202310-202312;37;37;4,16;202310-202312;38;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;36;37;4,31;0,00;8,00;6,00;33,00;53,00;202310-202312;37;37;3,86;5,00;0,00;38,00;16,00;41,00;202310-202312;37;37;4,32;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;281369;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;607;Fredericia;1083;Syddanmark;201910-202209;20;20;;E2022F2023;10;322;0;201911-202111;18;33;28;17;22;Information og kommunikation;Industri;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;100;201910-202306;11;0;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;12,50;12,50;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;730404;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;730;Randers;1082;Midtjylland;201910-202209;56;23;;E2022F2023;38;245;0;201911-202111;165;43;21;16;21;Industri;Information og kommunikation;Videnservice;Øvrige brancher;98;201910-202306;50;6;;201901-202112;28;40.35;33.6;43.1;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;12,50;12,50;E2022F2023;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;281371;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;766;Hedensted;1082;Midtjylland;201910-202209;11;27;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;280854;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;751470;Erhvervsakademi Aarhus;751;Aarhus;1082;Midtjylland;201910-202209;101;22;;E2022F2023;102;202;0;201911-202111;163;52;13;10;25;Industri;Bygge og anlæg;Information og kommunikation;Øvrige brancher;95;201910-202306;63;4;;201901-202112;23;38;35;42.9;;Ingen data;;;;Ingen data;;;;;;46;72;202310-202312;45;45;4,13;202310-202312;45;45;3,93;45;45;4,07;202310-202312;202310-202312;45;45;4,00;31,0;74;43;;;;202310-202312;45;45;3,76;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;45;45;4,27;202310-202312;41;45;3,61;202310-202312;45;45;3,67;202310-202312;45;45;3,93;202310-202312;45;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);202310-202312;44;44;3,98;0,00;11,00;18,00;32,00;39,00;202310-202312;44;44;3,89;5,00;9,00;16,00;34,00;36,00;202310-202312;45;45;4,20;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;851469;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520,300,563,800,563,000;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;851454;Professionshøjskolen University College Nordjylland;851;Aalborg;1081;Nordjylland;201910-202209;135;34;;E2022F2023;24;360;0;201911-202111;184;47;17;14;22;Industri;Handel;Videnservice;Øvrige brancher;94;201910-202306;64;6;;201901-202112;24;38.5;33.2;41.25;;Ingen data;;;;Ingen data;;;;;;35;74;202310-202312;33;33;3,76;202310-202312;34;34;4,09;34;34;4,18;202310-202312;202310-202312;33;33;3,52;41,0;67;31;;;;202310-202312;33;34;3,58;12,50;12,50;E2022F2023;0,00;75,00;202310-202312;33;33;4,06;202310-202312;32;33;3,34;202310-202312;31;33;3,39;202310-202312;33;33;3,97;202310-202312;35;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;32;32;3,84;3,00;6,00;22,00;41,00;28,00;202310-202312;31;32;3,68;0,00;13,00;29,00;35,00;23,00;202310-202312;33;33;3,70;15;33;202310-202312;14;50;Jeg søgte og blev ansat efter et stillingsopslag;29;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;7;Jeg blev headhuntet;7;Jeg fik job gennem mit netværk;202310-202312;14;36;0;64;0;0;0;0;202310-202312;14;38;202310-202312;14;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Afsluttende opgave (projekt/speciale);202310-202312;13;Tekniske kompetencer;IT-færdigheder;Praktiske færdigheder;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;202310-202312;14;14;3,57;202310-202312;14;14;3,79;202310-202312;14;14;79;7;;;;;;;;;;Ingen data;
